,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1929,"Amsterdam, Noord-Holland, Netherlands",a few days or more,0,98,f,unknown,6,6,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,Centrum-Oost,52.36676,4.90917,Room in hotel,Private room,3,1 bath,1.0,3.0,"[""Luggage dropoff allowed"", ""Paid parking off premises"", ""Coffee maker"", ""Cooking basics"", ""Shampoo"", ""Long term stays allowed"", ""Bed linens"", ""Wifi"", ""Essentials""]",448.0,1,99,1.0,1.0,6.0,99.0,1.0,22.0,t,0,0,0,62,25,3,0,2021-02-02,4.6,4.64,4.52,4.8,4.88,4.64,4.68,t,6,0,6,0,1.61
1930,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Jordaan,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Centrum-West,52.38016,4.88577,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Bed linens"", ""Children\u2019s books and toys"", ""Cable TV"", ""Paid parking off premises"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",210.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,24,0,0,2019-08-08,4.88,4.83,4.88,5.0,5.0,5.0,4.75,f,1,1,0,0,0.35
1931,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Watergraafsmeer,52.35629,4.94228,Entire condominium (condo),Entire home/apt,4,1.5 baths,2.0,2.0,"[""Board games"", ""Free dryer \u2013 In unit"", ""Free parking on premises"", ""Bathtub"", ""Cooking basics"", ""Shower gel"", ""Kitchen"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace: office chair and desk"", ""Washer"", ""Patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Iron"", ""Essentials""]",150.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,4,8,28,118,1,0,0,2015-05-06,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,1,0,0,0.01
1932,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Oud-West,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,De Baarsjes - Oud-West,52.37354,4.85981,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",25.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,t,0,0,0,0,9,0,0,2018-06-18,4.78,4.78,4.0,4.89,5.0,4.78,4.67,f,1,0,1,0,0.22
1933,"Amsterdam, North Holland, Netherlands",unknown,0,0,t,Hoofddorppleinbuurt,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Zuid,52.35695,4.85234,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"[""Hangers"", ""Cable TV"", ""Paid parking off premises"", ""Hair dryer"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV with standard cable"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Iron"", ""Essentials""]",88.0,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,113,0,0,2019-10-07,4.83,4.83,4.86,4.98,4.95,4.69,4.66,f,1,0,1,0,1.0
1934,"Amsterdam, North Holland, The Netherlands",within a few hours,100,75,f,unknown,13,13,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Noord-Oost,52.41016,4.96369,Private room in farm stay,Private room,2,1 private bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Hair dryer"", ""Washer"", ""Hangers"", ""TV with standard cable"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Crib"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""High chair"", ""Cable TV"", ""Breakfast"", ""Host greets you"", ""Dedicated workspace"", ""Heating""]",87.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,28,58,88,363,163,7,1,2019-07-16,4.78,4.77,4.8,4.89,4.87,4.86,4.73,f,10,0,10,0,1.82
1935,"Amsterdam, North Holland, Netherlands",within an hour,100,0,f,unknown,2,2,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,Bos en Lommer,52.37598,4.84018,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Free parking on premises"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Microwave"", ""Carbon monoxide alarm"", ""Breakfast"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",125.0,25,30,25.0,30.0,30.0,120.0,25.4,36.5,t,16,46,76,351,2,0,0,2020-08-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.12
1936,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Oosterparkbuurt,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Oud-Oost,52.3555,4.92586,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""First aid kit"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Stove"", ""Kitchen"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Dryer"", ""Iron"", ""Essentials""]",150.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4,4,4,4,6,0,0,2019-07-02,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,2,1,1,0,0.19
1937,Netherlands,within a day,100,50,f,unknown,0,0,"['email', 'phone']",t,t,Bos en Lommer,52.37763,4.84893,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Paid parking on premises"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Wifi""]",120.0,2,4,2.0,2.0,4.0,4.0,2.0,4.0,t,10,10,10,259,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
1938,"Amsterdam, North Holland, The Netherlands",within an hour,98,45,t,Westelijke Eilanden,18,18,"['email', 'phone', 'reviews', 'jumio']",t,t,Centrum-West,52.38302,4.8869,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Hot tub"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",99.0,7,180,7.0,7.0,180.0,180.0,7.0,180.0,t,8,38,46,247,47,3,0,2019-05-08,4.74,4.89,4.72,4.85,4.8,4.98,4.65,f,13,13,0,0,0.49
1939,"Amsterdam, North Holland, Netherlands",within a few hours,100,85,t,Grachtengordel,2,2,"['email', 'phone', 'reviews']",t,f,Centrum-Oost,52.36001,4.90281,Boat,Entire home/apt,2,Half-bath,1.0,2.0,"[""Hangers"", ""Paid parking off premises"", ""Coffee maker"", ""Cooking basics"", ""Stove"", ""Waterfront"", ""Private entrance"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Fire extinguisher"", ""Wifi"", ""Dishes and silverware"", ""Essentials""]",72.0,1,4,1.0,1.0,4.0,4.0,1.0,4.0,t,0,0,0,0,30,7,0,2019-09-20,4.93,4.93,4.97,4.97,4.97,4.93,4.63,f,2,2,0,0,0.79
1940,"Amsterdam, North Holland, The Netherlands",within an hour,100,60,f,Oud-West,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,De Baarsjes - Oud-West,52.37232,4.86289,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,2.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Waterfront"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Portable fans"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Laundromat nearby"", ""Bed linens"", ""Sonos  sound system"", ""Dedicated workspace: monitor, table, and office chair"", ""Microwave"", ""Paid parking on premises"", ""Body soap"", ""Paid parking off premises"", ""Bathtub"", ""Host greets you"", ""Toaster"", ""Oven"", ""Dishwasher"", ""Freezer"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",120.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,27,2,0,2021-10-10,4.7,4.85,4.81,4.96,5.0,4.69,4.58,f,1,1,0,0,0.43
1941,"Amsterdam, North Holland, Netherlands",within an hour,100,92,f,unknown,1,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",t,t,De Aker - Nieuw Sloten,52.350323,4.816838,Private room in bed and breakfast,Private room,4,1.5 baths,2.0,2.0,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Hot water kettle"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Safe"", ""Dishes and silverware"", ""Hangers"", ""HDTV"", ""Dining table"", "". conditioner"", ""Cooking basics"", ""Free street parking"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Crib"", ""Clothing storage: closet"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""High chair"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Breakfast"", ""Bathtub"", ""Security cameras on property"", ""Toaster"", ""Private patio or balcony"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Baby safety gates"", ""Wine glasses""]",110.0,1,365,1.0,3.0,365.0,365.0,2.1,365.0,t,17,42,68,279,28,6,0,2019-11-14,4.59,4.78,4.41,4.78,4.63,4.37,4.48,t,1,0,1,0,0.88
1942,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,0,0,"['email', 'phone']",t,f,Watergraafsmeer,52.35262,4.92749,Entire residential home,Entire home/apt,4,2 baths,3.0,3.0,"[""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Kitchen"", ""Private entrance"", ""TV"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Carbon monoxide alarm"", ""Dryer"", ""Iron"", ""Essentials""]",200.0,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,1,1,0,0,0
1943,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,De Pijp - Rivierenbuurt,52.3567,4.88983,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Indoor fireplace"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Microwave"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",200.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,5,9,9,29,40,2,0,2020-02-17,4.76,4.8,4.67,4.82,4.77,4.97,4.62,f,1,1,0,0,0.47
1944,"Amsterdam, North Holland, Netherlands",within an hour,100,96,t,unknown,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie']",t,f,Oud-Oost,52.36199,4.92669,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Piano"", ""Hangers"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""TV with standard cable"", ""Cleaning products"", ""Refrigerator"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Clothing storage"", ""Body soap"", ""Cable TV"", ""Freezer"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Private fenced garden or backyard"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Heating"", ""Wine glasses""]",93.0,1,12,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,66,5,0,2021-09-29,4.85,4.83,4.94,4.86,4.86,4.65,4.55,f,1,1,0,0,0.97
1945,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Bos en Lommer,1,1,"['email', 'phone', 'reviews', 'jumio']",t,f,Bos en Lommer,52.38231,4.84866,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",75.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,0,0,0,76,0,0,2020-03-02,4.19,4.32,3.82,4.61,4.66,4.06,4.01,t,1,1,0,0,0.9
1946,NL,within an hour,94,100,f,unknown,20,20,"['email', 'phone']",t,t,Centrum-Oost,52.36444,4.88127,Room in boutique hotel,Private room,4,1 bath,1.577414409810935,4.0,"[""Hair dryer"", ""Iron"", ""Safe"", ""Hangers"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Clothing storage"", ""Body soap"", ""Ceiling fan"", ""Bathtub"", ""Conditioner"", ""Heating""]",60.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,5,5,2,2021-11-19,4.4,4.6,4.0,4.2,5.0,5.0,4.2,t,20,8,12,0,1.34
1947,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,0,0,"['email', 'phone', 'reviews', 'selfie', 'identity_manual']",t,t,De Baarsjes - Oud-West,52.3682,4.86227,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Board games"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Private entrance"", ""Bed linens"", ""Paid parking on premises"", ""Central heating"", ""Clothing storage"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Nespresso machine"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Conditioner"", ""Paid street parking off premises"", ""Freezer"", ""Wine glasses""]",150.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,1,16,46,321,3,3,1,2021-11-21,4.67,5.0,5.0,4.67,5.0,4.33,4.0,t,1,1,0,0,0.6
1948,"Amsterdam, North Holland, Netherlands",unknown,0,100,t,Jordaan,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'identity_manual']",t,t,Centrum-West,52.36863,4.88051,Private room in guest suite,Private room,3,1 private bath,1.0,2.0,"[""Extra pillows and blankets"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Paid parking off premises"", ""Host greets you"", ""Dedicated workspace"", ""Heating""]",93.0,2,14,2.0,3.0,1125.0,1125.0,2.1,1125.0,t,0,0,0,0,146,0,0,2020-02-14,4.91,4.92,4.92,4.97,4.93,4.94,4.74,t,1,0,1,0,2.39
1949,"Amsterdam, North Holland, Netherlands",within an hour,100,100,f,unknown,0,0,"['email', 'phone', 'reviews']",t,t,Oostelijk Havengebied - Indische Buurt,52.36601,4.93361,Private room in houseboat,Private room,2,1 private bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Hair dryer"", ""Waterfront"", ""Mini fridge"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Iron"", ""Hangers"", ""Single level home"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Bikes"", ""Shampoo"", ""Shower gel"", ""Laundromat nearby"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Boat slip"", ""Lock on bedroom door"", ""BBQ grill"", ""Bed linens"", ""Carbon monoxide alarm"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""Paid parking off premises"", ""Security cameras on property"", ""Lake access"", ""Host greets you"", ""Conditioner"", ""Shared patio or balcony"", ""Heating"", ""Wine glasses""]",115.0,2,7,2.0,3.0,1125.0,1125.0,2.1,1125.0,t,27,57,87,355,12,5,1,2021-09-11,4.83,4.67,4.83,4.92,4.92,4.83,4.92,t,1,0,1,0,7.2
1950,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,Westerpark,52.37864,4.87505,Entire loft,Entire home/apt,3,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Board games"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Window guards"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Fire pit"", ""42\"" HDTV with Netflix, Amazon Prime Video, Apple TV"", ""Mosquito net"", ""Wifi"", ""Portable fans"", ""Rice maker"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Stainless steel gas stove"", ""Clothing storage: closet"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Laundromat nearby"", ""Bikes"", ""Bed linens"", ""Philips SoundBar sound system with aux"", ""Stainless steel oven"", ""Microwave"", ""Carbon monoxide alarm"", ""Body soap"", ""Freezer"", ""Paid parking off premises"", ""Toaster"", ""Private patio or balcony"", ""Dishwasher"", ""Conditioner"", ""Dedicated workspace"", ""Heating"", ""Lockbox"", ""Wine glasses""]",111.0,6,6,6.0,6.0,6.0,6.0,6.0,6.0,t,0,0,0,0,43,5,0,2021-10-18,4.84,4.86,4.91,4.88,4.98,4.69,4.38,f,1,1,0,0,0.71
1951,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Rivierenbuurt,1,1,"['email', 'phone', 'reviews']",t,f,De Pijp - Rivierenbuurt,52.34159,4.90861,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"[""Cable TV"", ""Shampoo"", ""Kitchen"", ""TV with standard cable"", ""Heating"", ""Long term stays allowed"", ""Washer"", ""Wifi"", ""Essentials""]",150.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,0,9,0,0,2018-10-11,4.89,4.89,4.44,5.0,5.0,4.67,4.56,f,1,1,0,0,0.11
1952,"Amsterdam, North Holland, The Netherlands",within a day,100,100,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Noord-West,52.40667,4.90481,Entire residential home,Entire home/apt,4,1.5 baths,3.0,2.0,"[""Free parking on premises"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Baby safety gates"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""Free street parking"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Baby bath"", ""Bathtub"", ""Outlet covers"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Changing table""]",139.0,2,109,2.0,2.0,109.0,109.0,2.0,109.0,t,0,0,0,0,21,3,0,2019-06-17,5.0,4.95,5.0,4.95,4.95,4.76,4.95,f,1,1,0,0,0.38
1953,"Amsterdam, North Holland, Netherlands",within an hour,100,62,f,unknown,2,2,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,De Pijp - Rivierenbuurt,52.34406,4.89874,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Hangers"", ""Cable TV"", ""Hair dryer"", ""Shampoo"", ""Host greets you"", ""Kitchen"", ""Paid parking on premises"", ""Hot water"", ""TV with standard cable"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Dryer"", ""Iron"", ""Essentials""]",114.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,6,9,9,9,6,1,0,2021-09-06,5.0,5.0,4.5,5.0,5.0,5.0,4.75,f,1,1,0,0,0.14
